signal_id,roulette_id,lookback_window,trigger,bets_len,overlap_unique,overlap_hits,overlap_ratio,overlap_group_unique,confidence_score,confidence_bucket,status_observed,baseline_outcome,baseline_hit_attempt
ecafcf9f-4889-47b5-a4d5-4095bfe915b5,pragmatic-roulette-2,1,17,14,1,1,0.071429,1,72,70+,cancelled,win,1
ecbc73c5-ae4a-46b7-acf0-d24e0d2427ff,pragmatic-speed-roulette-2,1,21,14,1,1,0.071429,1,60,60-69,cancelled,win,1
ed5662fe-3e39-46f8-bc81-72155f714671,pragmatic-turkish-roulette,1,22,14,0,0,0.0,0,84,70+,win,win,1
ed8acf9e-c671-45ff-9360-a7107305b14f,pragmatic-russian-roulette,1,4,14,1,1,0.071429,1,60,60-69,cancelled,win,1
ed9d3872-5bbe-49b5-ba0a-7d4dcdc664e7,pragmatic-auto-mega-roulette,1,35,14,0,0,0.0,0,76,70+,win,win,1
edd95277-1c24-4e09-a4f9-7c794dfd1916,pragmatic-roulete-3,1,6,14,1,1,0.071429,1,69,60-69,win,loss,
ee770ebb-a464-45b5-9632-aa1d1a9269e6,pragmatic-mega-roulette-brazilian,1,9,14,0,0,0.0,0,71,70+,lost,loss,
ee79ce63-c180-4d25-a58c-a3b27f83a1c3,pragmatic-speed-roulette-1,1,9,14,0,0,0.0,0,68,60-69,win,win,4
ee7b5b16-e9aa-4b62-9df5-4711872f9298,pragmatic-speed-roulette-1,1,18,14,1,1,0.071429,1,74,70+,win,win,3
ee995344-4072-4683-9b0f-c37362748d66,pragmatic-vip-roulette,1,19,14,1,1,0.071429,1,68,60-69,cancelled,win,1
eeadc97b-dfdc-405e-8eb0-a40a204f6fd6,pragmatic-vip-auto-roulette,1,3,14,1,1,0.071429,1,78,70+,cancelled,win,1
eebb11ee-c8dc-42f8-b8f3-b5cedd1e4c83,pragmatic-mega-roulette,1,34,14,1,1,0.071429,1,74,70+,cancelled,win,1
eee885ee-bc52-4742-8704-144da90f94f6,pragmatic-mega-roulette,1,11,14,1,1,0.071429,1,91,70+,win,win,2
eeee9456-2e40-4029-b522-a135ed96e208,pragmatic-turkish-roulette,1,27,14,0,0,0.0,0,82,70+,win,win,3
eefba400-85b6-4914-97aa-5d2dbb8d7900,pragmatic-korean-roulette,1,7,14,0,0,0.0,0,71,70+,win,win,1
ef30cdd9-a7bd-43c5-8639-c383e3212693,pragmatic-korean-roulette,1,25,14,1,1,0.071429,1,74,70+,win,win,3
ef4ee365-c486-4837-a2ea-e5b1bfa22da0,pragmatic-mega-roulette-brazilian,1,24,14,1,1,0.071429,1,76,70+,win,win,2
ef4fc67c-48fa-48a8-b51d-5ce4af30c4ef,pragmatic-speed-auto-roulette,1,20,14,1,1,0.071429,1,80,70+,cancelled,win,1
ef7089a1-436e-4aa6-8cc7-38892ae322ca,pragmatic-speed-roulette-2,1,34,14,1,1,0.071429,1,84,70+,cancelled,win,1
ef77ef57-8be4-475d-8189-13644a02aaeb,pragmatic-vip-auto-roulette,1,10,14,1,1,0.071429,1,75,70+,win,loss,
efbd12cc-25b5-41da-9ee1-928637ea4032,pragmatic-mega-roulette-brazilian,1,22,14,0,0,0.0,0,68,60-69,win,win,3
efc222db-f6ef-4ed4-b84f-f9c1a2b487d2,pragmatic-romanian-roulette,1,32,14,1,1,0.071429,1,66,60-69,cancelled,win,1
efe897bf-5e81-43db-bb13-1871e3fd0e86,pragmatic-vip-roulette,1,20,14,1,1,0.071429,1,62,60-69,cancelled,win,1
efe96267-9838-4bcf-ad80-3f6d0d80fea2,pragmatic-romanian-roulette,1,20,14,0,0,0.0,0,68,60-69,lost,loss,
efefc2fb-3569-41d9-adb0-b7fb5c446dcd,pragmatic-mega-roulette-brazilian,1,2,14,1,1,0.071429,1,63,60-69,win,win,2
f026f907-662f-4620-a5f9-95915d703e12,pragmatic-russian-roulette,1,36,14,0,0,0.0,0,88,70+,win,win,1
f064fbf3-6f42-47e0-b44f-d8a8150a2bb5,pragmatic-immersive-roulette-deluxe,1,34,14,0,0,0.0,0,68,60-69,win,win,2
f07013c1-565a-462c-9da7-5f5f86758faa,pragmatic-auto-mega-roulette,1,6,14,0,0,0.0,0,75,70+,win,win,1
f08da9fd-ed82-479c-bea0-5852671c1940,pragmatic-auto-mega-roulette,1,29,14,1,1,0.071429,1,61,60-69,cancelled,win,1
f0a20152-2f7b-42e5-b5ad-e78475c77e3a,pragmatic-brazilian-roulette,1,10,14,0,0,0.0,0,58,<= 59,win,win,1
f0b28258-aa2a-47bd-9e10-633356818e27,pragmatic-auto-roulette,1,22,14,1,1,0.071429,1,64,60-69,win,win,3
f0d69ee4-b115-45dd-b872-2d4185828f83,pragmatic-brazilian-roulette,1,12,14,0,0,0.0,0,80,70+,lost,loss,
f0f56d0a-ffe3-4c18-acda-5ada49861bca,pragmatic-speed-roulette-2,1,35,14,0,0,0.0,0,74,70+,win,win,1
f11ca80c-25c4-4ffb-81bd-b258e16d0008,pragmatic-immersive-roulette-deluxe,1,4,14,1,1,0.071429,1,84,70+,lost,loss,
f1491c6f-970a-4933-952d-9c226f78d67c,pragmatic-speed-auto-roulette,1,21,14,0,0,0.0,0,64,60-69,win,win,3
f14ce8d8-5a04-4919-b7e6-d01f7a2d0813,pragmatic-roulette-italian,1,21,14,1,1,0.071429,1,56,<= 59,win,win,2
f16db514-b14f-4b1c-8cdc-2affdefd0d30,pragmatic-speed-auto-roulette,1,19,14,1,1,0.071429,1,66,60-69,cancelled,win,1
f173cfb5-4dac-46b8-9f5d-7bd448b10db0,pragmatic-german-roulette,1,13,14,1,1,0.071429,1,74,70+,win,win,3
f18a3fe0-79e9-42cf-91ff-d8e78f1fe444,pragmatic-speed-roulette-2,1,27,14,0,0,0.0,0,67,60-69,lost,loss,
f1cd388c-ac05-499b-bd81-80fd83a48c4c,pragmatic-german-roulette,1,29,14,1,1,0.071429,1,67,60-69,win,win,2
f1ed3484-e061-4c8b-9ef6-baeb7be952a1,pragmatic-roulette-2,1,29,14,0,0,0.0,0,79,70+,win,win,1
f1f9904a-34ad-4665-b3df-6588a439615c,pragmatic-vip-roulette,1,7,14,1,1,0.071429,1,74,70+,win,win,3
f2411bb4-9f79-41d7-a9b9-736cb0abaf6f,pragmatic-brazilian-roulette,1,11,14,1,1,0.071429,1,76,70+,cancelled,win,1
f25e51c9-2c04-444b-8cb2-8db8d04a8de9,pragmatic-speed-roulette-2,1,8,14,0,0,0.0,0,74,70+,win,win,3
f2818588-8552-4782-afcb-c04249660a78,pragmatic-speed-roulette-2,1,0,14,1,1,0.071429,1,83,70+,win,win,3
f2a4c51e-4e99-44ba-b3b4-fd5b376c99c1,pragmatic-mega-roulette-brazilian,1,5,14,1,1,0.071429,1,64,60-69,lost,loss,
f2cd0936-19dc-4a24-9f4d-632add4c2aca,pragmatic-german-roulette,1,30,14,0,0,0.0,0,86,70+,win,win,4
f3024242-0a14-4d5b-a16b-9528efbe62ce,pragmatic-vip-roulette,1,12,14,1,1,0.071429,1,84,70+,win,win,2
f32d6e1f-9129-4074-b215-3663459ab66a,pragmatic-roulete-3,1,18,14,0,0,0.0,0,76,70+,win,win,3
f333a34d-a6a2-485a-994a-3f88c0f7977d,pragmatic-auto-mega-roulette,1,23,14,1,1,0.071429,1,62,60-69,win,win,2
f3681461-e6a4-436a-bfb0-4a33eb2d33b5,pragmatic-brazilian-roulette,1,19,14,1,1,0.071429,1,60,60-69,win,win,2
f36e1063-450b-445f-b910-f4d131b46f8f,pragmatic-roulette-italia-tricolore,1,6,14,0,0,0.0,0,74,70+,lost,loss,
f3965821-15e5-4085-815c-9cc4e2a482ef,pragmatic-vip-auto-roulette,1,14,14,1,1,0.071429,1,83,70+,win,loss,
f3979b38-8eee-4f67-800a-f748b47d3b5b,pragmatic-roulette-1,1,17,14,1,1,0.071429,1,62,60-69,win,win,3
f3c3d1c9-6a86-49fb-a2b9-83c688e74674,pragmatic-roulette-macao,1,20,14,0,0,0.0,0,68,60-69,lost,loss,
f3cbd308-c89f-4a15-a7f2-6cd119cdc302,pragmatic-roulette-italia-tricolore,1,10,14,0,0,0.0,0,66,60-69,win,win,3
f42ec6eb-1241-4b27-97ab-02dcaa9c0994,pragmatic-roulete-3,1,19,14,1,1,0.071429,1,78,70+,win,win,2
f440203c-2887-4fd4-90c3-3b5836aee64e,pragmatic-auto-mega-roulette,1,1,14,1,1,0.071429,1,67,60-69,cancelled,win,1
f4bcc9c5-c342-47a2-b6b8-41f38c78eeb6,pragmatic-roulete-3,1,23,14,1,1,0.071429,1,61,60-69,win,win,2
f4cb6e8c-87a3-4575-ab84-bb777c2ea780,pragmatic-vip-auto-roulette,1,20,14,0,0,0.0,0,68,60-69,win,win,2
f52b1d59-5abd-4a58-a408-526f9a6c0da2,pragmatic-roulette-2,1,7,14,1,1,0.071429,1,66,60-69,win,win,4
f5445de0-70e7-4ca3-8163-162a8be320b8,pragmatic-roulette-italian,1,9,14,1,1,0.071429,1,68,60-69,cancelled,win,1
f568f3d6-9ee8-4ae1-8944-693d440be0d2,pragmatic-roulette-italia-tricolore,1,16,14,1,1,0.071429,1,88,70+,win,win,2
f56c257a-7b11-48b5-9046-92b4df1dfed5,pragmatic-turkish-mega-roulette,1,29,14,0,0,0.0,0,66,60-69,win,win,1
f59fe4c9-ba3d-4306-a983-aab5c081d178,pragmatic-vip-roulette,1,16,14,0,0,0.0,0,82,70+,win,win,3
f60bc3b2-06b5-4e71-8f41-53618110c9a8,pragmatic-korean-roulette,1,8,14,0,0,0.0,0,70,70+,lost,loss,
f64a081a-5d0e-4de0-8282-7c24bcbd26da,pragmatic-mega-roulette,1,3,14,1,1,0.071429,1,55,<= 59,cancelled,win,1
f699a1c4-39ae-4b07-9694-9732034dbdf0,pragmatic-mega-roulette-brazilian,1,33,14,0,0,0.0,0,84,70+,win,win,2
f6b61fcb-8894-4bed-b9ef-acf88e053d09,pragmatic-speed-roulette-1,1,17,14,1,1,0.071429,1,76,70+,cancelled,win,1
f6b73987-e7c4-4b6e-9dff-03bed22e31cd,pragmatic-german-roulette,1,11,14,1,1,0.071429,1,66,60-69,win,win,2
f6f03018-c0f5-4215-87b6-6403863f72f6,pragmatic-romanian-roulette,1,16,14,1,1,0.071429,1,75,70+,win,win,3
f6f64dea-4c8c-4343-90c2-143b472a988a,pragmatic-roulette-italian,1,0,14,0,0,0.0,0,68,60-69,win,win,1
f7172ca4-ee3a-415a-98c3-9dc3697bf037,pragmatic-turkish-roulette,1,23,14,1,1,0.071429,1,56,<= 59,cancelled,win,1
f727d635-9ce7-4e7f-908a-5038735d6151,pragmatic-mega-roulette,1,26,14,0,0,0.0,0,68,60-69,win,win,1
f74cdd39-ae61-47d6-bc2e-d363ecf12f5b,pragmatic-auto-roulette,1,2,14,1,1,0.071429,1,58,<= 59,win,win,3
f7d381d7-d9ee-4378-8994-0bda072080b9,pragmatic-speed-roulette-1,1,35,14,1,1,0.071429,1,68,60-69,cancelled,win,1
f83249a0-1755-439c-9c6c-3f8c9185066d,pragmatic-mega-roulette-brazilian,1,2,14,1,1,0.071429,1,64,60-69,cancelled,win,1
f84cec07-4019-40ad-a121-0b316349a477,pragmatic-speed-roulette-1,1,25,14,1,1,0.071429,1,56,<= 59,win,win,3
f85c53df-e3ad-43c7-b249-15e8781f6331,pragmatic-vip-auto-roulette,1,23,14,0,0,0.0,0,79,70+,lost,loss,
f888f402-10b6-4b01-aa6a-12017fa9a964,pragmatic-brazilian-roulette,1,14,14,0,0,0.0,0,82,70+,win,win,1
f8b7cda8-4d9a-44e6-9401-31add52c61be,pragmatic-russian-roulette,1,20,14,0,0,0.0,0,64,60-69,lost,loss,
f9612e49-b5c9-4404-963b-84d1347a65bc,pragmatic-mega-roulette,1,22,14,0,0,0.0,0,85,70+,win,win,2
f9725d95-6c04-43df-9dd6-99ecc6898eb2,pragmatic-mega-roulette-brazilian,1,8,14,1,1,0.071429,1,74,70+,win,win,3
f9a298cd-6de8-443f-8915-fabff5472307,pragmatic-roulette-1,1,19,14,0,0,0.0,0,74,70+,win,win,1
f9c26849-48ce-4f21-82b6-31c261983003,pragmatic-auto-mega-roulette,1,3,14,1,1,0.071429,1,61,60-69,win,win,2
f9ebbdf1-8c4b-45e4-80c7-e40acdb85457,pragmatic-turkish-roulette,1,30,14,1,1,0.071429,1,78,70+,win,win,2
fa06fc09-eda9-4e99-82ca-8f1e9f9a5af0,pragmatic-speed-roulette-1,1,27,14,1,1,0.071429,1,58,<= 59,win,loss,
fa173645-5b69-4751-897c-ac154cfdfa0a,pragmatic-roulette-1,1,1,14,0,0,0.0,0,86,70+,lost,loss,
fa23344c-081d-4865-8544-38e243f81cbf,pragmatic-roulette-1,1,9,14,0,0,0.0,0,83,70+,lost,loss,
fa478ecb-4449-4ac5-a668-225e239cffee,pragmatic-german-roulette,1,13,14,1,1,0.071429,1,84,70+,win,win,3
fa8f1f7b-5aac-42f8-86a8-7f7ce4161df1,pragmatic-mega-roulette,1,12,14,0,0,0.0,0,63,60-69,win,win,3
fa91a607-c57a-4d0b-8c99-a2c7a7dded89,pragmatic-vip-roulette,1,8,14,1,1,0.071429,1,67,60-69,cancelled,win,1
fac41d62-480b-449e-b228-dbecb1fc3eb6,pragmatic-auto-roulette,1,8,14,0,0,0.0,0,70,70+,win,win,1
facdd0c6-a168-4e3d-9c88-6cf5eba132a8,pragmatic-auto-mega-roulette,1,19,14,0,0,0.0,0,81,70+,win,win,3
fad87c9c-b61b-4dac-9b82-9842ec9acac6,pragmatic-brazilian-roulette,1,13,14,1,1,0.071429,1,56,<= 59,win,win,3
fb1b882b-8764-4ec6-a8e0-0f54b8775560,pragmatic-brazilian-roulette,1,8,14,0,0,0.0,0,73,70+,win,win,1
fb51bd15-dedc-4f7a-b6b2-af2785f9c1c3,pragmatic-roulette-1,1,7,14,1,1,0.071429,1,75,70+,win,win,2
fb5e0af5-7a87-4e15-a1ac-76d69600ef34,pragmatic-roulette-italia-tricolore,1,34,14,1,1,0.071429,1,58,<= 59,win,loss,
fb5e16ac-41a7-4aab-938d-241df8719813,pragmatic-russian-roulette,1,13,14,0,0,0.0,0,68,60-69,win,win,4
fbf4f527-f4e4-4868-8153-bf3b7cb1e0c9,pragmatic-auto-roulette,1,19,14,0,0,0.0,0,68,60-69,win,win,1
fc225677-ff58-416c-8e46-010ebf0bcb31,pragmatic-vip-roulette,1,3,14,0,0,0.0,0,77,70+,win,win,1
fc458424-46be-47eb-b7bc-9633b3e5dc95,pragmatic-russian-roulette,1,31,14,0,0,0.0,0,64,60-69,win,win,3
fc4ac347-234c-4633-9567-b38dcc617cfc,pragmatic-vip-auto-roulette,1,21,14,1,1,0.071429,1,54,<= 59,lost,loss,
fca2564d-be58-457d-b526-89b0f7ae310b,pragmatic-german-roulette,1,6,14,1,1,0.071429,1,63,60-69,win,win,4
fcb1671e-09d1-4d96-86aa-e2de1ed089b9,pragmatic-speed-roulette-1,1,2,14,1,1,0.071429,1,66,60-69,win,win,4
fccbe3ad-e6f1-4f2b-9986-56da43e5c4fa,pragmatic-mega-roulette-brazilian,1,36,14,0,0,0.0,0,70,70+,win,win,2
fcd32400-29a5-4ec3-9916-d561e478af6e,pragmatic-turkish-roulette,1,0,14,1,1,0.071429,1,68,60-69,cancelled,win,1
fcd8cdb8-e51f-4867-b791-0ba1cc4f7639,pragmatic-roulette-1,1,7,14,0,0,0.0,0,84,70+,win,win,1
fcff842a-e405-4025-b6ae-ca387e9f0aca,pragmatic-roulette-1,1,4,14,0,0,0.0,0,80,70+,win,win,1
fd3f50a1-bb1a-4685-812a-1cbb517a02b2,pragmatic-turkish-roulette,1,9,14,1,1,0.071429,1,56,<= 59,win,loss,
fdc560a0-3633-4ccf-8be2-816dabae390f,pragmatic-roulette-italia-tricolore,1,33,14,0,0,0.0,0,72,70+,win,win,4
fdff4b19-a227-4de9-bb2f-6bebfc4c8703,pragmatic-mega-roulette-brazilian,1,23,14,0,0,0.0,0,66,60-69,win,win,4
fe184b92-f8c5-4718-ac35-54aee992a6ac,pragmatic-speed-roulette-2,1,6,14,0,0,0.0,0,68,60-69,win,win,2
fe4d9e38-ebff-4cb6-889b-7d1f84576f16,pragmatic-vip-roulette,1,3,14,0,0,0.0,0,66,60-69,win,win,1
fe8dbabb-ea56-4924-bf54-6c21e920efb0,pragmatic-turkish-roulette,1,13,14,0,0,0.0,0,66,60-69,win,win,2
fe919480-6be1-4ece-98b5-07f778dddeb0,pragmatic-brazilian-roulette,1,23,14,0,0,0.0,0,68,60-69,lost,loss,
feed18dc-d982-40d2-be5f-1908cb521acc,pragmatic-roulette-2,1,5,14,1,1,0.071429,1,70,70+,lost,loss,
ff410b6b-fe76-4224-ae52-34f13877e6ef,pragmatic-speed-roulette-2,1,7,14,0,0,0.0,0,80,70+,lost,loss,
ff7ad423-309c-478b-89f5-51d44c1c83b3,pragmatic-immersive-roulette-deluxe,1,5,14,0,0,0.0,0,83,70+,win,win,1
ffb1e534-0dea-4646-a1b7-517514e0f2ba,pragmatic-roulette-macao,1,1,14,0,0,0.0,0,82,70+,win,win,2
ffca1889-924a-4d14-9abf-729bbf245ab4,pragmatic-vip-roulette,1,19,14,0,0,0.0,0,60,60-69,win,win,1
ffe240aa-49f2-4d03-b852-bcfc4374e467,pragmatic-auto-mega-roulette,1,16,14,0,0,0.0,0,86,70+,lost,loss,
ffe583b9-3c16-435c-9153-63eb39cb41b5,pragmatic-speed-auto-roulette,1,7,14,1,1,0.071429,1,74,70+,win,win,3
fff96334-17b2-4016-8628-70ebc1d76d1b,pragmatic-german-roulette,1,35,14,0,0,0.0,0,68,60-69,win,win,2
0051401d-082a-4f51-8f6d-e21ea5378f26,pragmatic-brazilian-roulette,2,14,14,2,2,0.142857,2,87,70+,cancelled,win,1
00bb20a3-11a8-469f-a3db-2fca83ced83c,pragmatic-russian-roulette,2,4,14,2,2,0.142857,2,61,60-69,cancelled,win,1
00e1fc43-1b22-4325-b284-d2df1c3c16f2,pragmatic-mega-roulette-brazilian,2,18,14,1,1,0.071429,1,68,60-69,win,win,4
00ee6a92-5137-4275-b444-00c10cf47862,pragmatic-turkish-mega-roulette,2,25,14,0,0,0.0,0,69,60-69,win,win,1
0127cf5f-6dc4-422d-8b9a-9a9aab76f288,pragmatic-immersive-roulette-deluxe,2,20,14,1,1,0.071429,1,78,70+,win,win,4
01769d83-8e88-4195-851b-f5db1bcec8e9,pragmatic-vip-roulette,2,21,14,0,0,0.0,0,82,70+,win,win,3
019f07bd-75e9-4a73-a0a7-4e3880c437d1,pragmatic-roulette-italia-tricolore,2,29,14,1,1,0.071429,1,54,<= 59,lost,loss,
01c32dd0-8f45-437e-b067-371872114e4d,pragmatic-roulette-1,2,12,14,0,0,0.0,0,66,60-69,win,win,4
01c9890b-ad27-4744-8fe3-914d94c63e68,pragmatic-mega-roulette,2,36,14,2,2,0.142857,2,64,60-69,win,win,4
01e7fa9f-9f4c-4214-820a-46e00055bfff,pragmatic-roulette-italia-tricolore,2,1,14,0,0,0.0,0,62,60-69,win,win,2
02138de0-b2c2-4c5c-89ce-35db0e813fb7,pragmatic-german-roulette,2,1,14,1,2,0.071429,1,82,70+,win,loss,
02281200-c7db-4119-b780-5f7039449c0f,pragmatic-russian-roulette,2,22,14,1,1,0.071429,1,60,60-69,win,win,1
024040d8-5165-42b8-9c81-a01975e5c71f,pragmatic-turkish-mega-roulette,2,18,14,1,1,0.071429,1,85,70+,win,win,2
02428f09-768b-40de-9f7d-927eaaeb41f4,pragmatic-mega-roulette-brazilian,2,6,14,1,1,0.071429,1,63,60-69,cancelled,win,1
02b3cb0e-a964-456c-ab07-386fab3bc4cd,pragmatic-turkish-mega-roulette,2,1,14,2,2,0.142857,2,56,<= 59,cancelled,win,1
02f9dd13-5f0d-4b3f-8268-edd0195a82cc,pragmatic-roulette-italia-tricolore,2,2,14,1,1,0.071429,1,76,70+,cancelled,win,1
032e2e49-3890-455f-9697-5db7fb1743a2,pragmatic-roulette-italia-tricolore,2,30,14,1,1,0.071429,1,78,70+,cancelled,win,1
033db319-9d18-417c-bc37-bf8899a64103,pragmatic-roulete-3,2,19,14,0,0,0.0,0,76,70+,win,win,3
038725ce-4e59-43c6-9e46-db706d85d124,pragmatic-speed-roulette-1,2,19,14,1,1,0.071429,1,78,70+,win,win,1
03ce365b-8c1c-4b59-8749-b9e3316f1110,pragmatic-roulette-italian,2,35,14,1,1,0.071429,1,69,60-69,win,win,2
03d04117-962c-4940-8f32-2012bd3e6d0e,pragmatic-vip-auto-roulette,2,18,14,1,1,0.071429,1,78,70+,win,win,2
03ecc815-38a5-4220-94fd-84b4f7fed8b9,pragmatic-roulette-1,2,11,14,1,1,0.071429,1,60,60-69,win,win,2
03f4d3b2-99de-409b-91bb-fcc87b906668,pragmatic-roulete-3,2,13,14,1,1,0.071429,1,69,60-69,win,win,1
03f7af4e-f02d-43a7-bc6b-99bc75d9d841,pragmatic-korean-roulette,2,23,14,1,1,0.071429,1,78,70+,win,win,2
03fd6939-17fc-4a16-a5fa-603b71013d7d,pragmatic-roulette-italian,2,28,14,1,1,0.071429,1,52,<= 59,win,win,2
042f58fd-74b7-4733-8b71-079d1e7698b8,pragmatic-mega-roulette-brazilian,2,31,14,1,1,0.071429,1,68,60-69,cancelled,win,1
0464c644-cdc9-42d3-9788-4874fb7e9039,pragmatic-german-roulette,2,12,14,2,2,0.142857,2,76,70+,cancelled,win,1
047ffa4f-d26d-458f-9fa4-e98191c49ce4,pragmatic-vip-roulette,2,11,14,1,1,0.071429,1,67,60-69,win,loss,
04825601-87e4-4607-b830-e4487966cba4,pragmatic-turkish-mega-roulette,2,2,14,1,1,0.071429,1,68,60-69,win,win,2
0483384c-1178-4645-a41b-3b45dacf07eb,pragmatic-roulete-3,2,19,14,1,2,0.071429,1,62,60-69,cancelled,win,1
048fd882-155c-470f-931a-c977d06dd1bf,pragmatic-russian-roulette,2,9,14,2,2,0.142857,2,84,70+,win,win,3
04918769-99c4-4272-8c14-74daf3e48bc6,pragmatic-speed-roulette-1,2,4,14,1,2,0.071429,1,78,70+,lost,loss,
04f2c8ac-4132-4b4c-9805-53bf7cbd2b2b,pragmatic-roulette-macao,2,1,14,2,2,0.142857,2,85,70+,lost,loss,
054d1e0d-a9c9-4bb5-b5e9-a8d1947c5cb3,pragmatic-vip-auto-roulette,2,4,14,1,1,0.071429,1,61,60-69,win,win,4
0562af74-f3e1-4bf7-b0f9-b1dfeb34a6cc,pragmatic-speed-roulette-2,2,13,14,0,0,0.0,0,76,70+,win,win,4
0585471e-62b5-42a7-abb0-cfcc9bb2db98,pragmatic-auto-mega-roulette,2,19,14,0,0,0.0,0,88,70+,win,win,1
05953e0c-a8f5-403e-9b1e-af070507f659,pragmatic-vip-roulette,2,11,14,2,2,0.142857,2,80,70+,win,win,2
05b3e0f9-7c65-47fa-963e-8232b0f51219,pragmatic-auto-mega-roulette,2,6,14,2,2,0.142857,2,68,60-69,win,win,2
05cbb7b8-0536-45e7-806d-b2f5ce9859d0,pragmatic-speed-roulette-1,2,3,14,1,1,0.071429,1,83,70+,win,win,3
05cee7b8-72c0-413f-afc4-9ccc87ee3f1a,pragmatic-speed-auto-roulette,2,34,14,2,2,0.142857,2,74,70+,win,win,3
064426f4-50c5-4b5d-bcfb-c26261b546b9,pragmatic-roulette-italian,2,19,14,1,1,0.071429,1,54,<= 59,win,win,4
06997e7c-9a7f-4ec8-879f-9e48f899193f,pragmatic-mega-roulette-brazilian,2,10,14,0,0,0.0,0,56,<= 59,win,win,4
06a686fe-083b-424f-add7-27cbc2e74eb4,pragmatic-russian-roulette,2,9,14,1,1,0.071429,1,74,70+,win,win,2
06ab67a2-cfdd-4219-95ee-013521b0e147,pragmatic-korean-roulette,2,0,14,1,1,0.071429,1,60,60-69,win,win,4
06b33826-1d07-4320-8f86-a868a44e17e0,pragmatic-german-roulette,2,6,14,1,1,0.071429,1,68,60-69,win,win,3
071ac089-0cc0-4674-abcb-ff2313e1717b,pragmatic-mega-roulette-brazilian,2,31,14,1,1,0.071429,1,62,60-69,lost,loss,
07256e32-aa82-4f2e-88c6-3ab942c392e3,pragmatic-speed-auto-roulette,2,7,14,1,1,0.071429,1,63,60-69,cancelled,win,1
077c06e1-1333-467e-9142-75af420cff5a,pragmatic-roulette-1,2,17,14,0,0,0.0,0,72,70+,win,win,3
079e11cd-3371-40eb-bd73-c4745566d7f8,pragmatic-vip-auto-roulette,2,4,14,1,1,0.071429,1,74,70+,win,win,4
081c5f84-e4f9-4397-a56b-7b87144fa388,pragmatic-auto-mega-roulette,2,26,14,0,0,0.0,0,60,60-69,lost,loss,
083ad169-0650-40c2-af48-585d1feb4d8d,pragmatic-speed-roulette-2,2,15,14,1,1,0.071429,1,62,60-69,lost,loss,
0846fb25-ab7a-45f2-bb66-e9bcee2f41ea,pragmatic-russian-roulette,2,8,14,2,2,0.142857,2,84,70+,win,win,2
084fd291-8659-4735-8a89-d3e1b7e9c04f,pragmatic-korean-roulette,2,15,14,1,1,0.071429,1,61,60-69,win,win,2
087602cb-a851-4a57-9528-f4d73e5fa3cb,pragmatic-russian-roulette,2,31,14,0,0,0.0,0,56,<= 59,win,win,2
08865902-677f-4c8c-88c4-bca677135ad6,pragmatic-roulette-italia-tricolore,2,15,14,0,0,0.0,0,62,60-69,win,win,2
0894032b-8cb8-49d1-93d1-f6140547f115,pragmatic-brazilian-roulette,2,10,14,0,0,0.0,0,54,<= 59,win,win,2
08ce97ac-ee0f-4e00-bb6d-7984c5983488,pragmatic-romanian-roulette,2,31,14,0,0,0.0,0,74,70+,win,win,4
08f67ba7-0b8b-4af0-b2c0-85c214e33739,pragmatic-korean-roulette,2,12,14,2,2,0.142857,2,76,70+,cancelled,win,1
090f79cd-9588-4cac-b6d1-1a1aa69b4548,pragmatic-roulette-italia-tricolore,2,1,14,0,0,0.0,0,60,60-69,win,win,4
09a68839-3861-4f71-b4e2-edbb009365a0,pragmatic-speed-roulette-1,2,28,14,2,2,0.142857,2,62,60-69,cancelled,win,1
09a78207-eaf7-4a23-90cb-8529bcd28d1d,pragmatic-turkish-mega-roulette,2,14,14,1,1,0.071429,1,88,70+,cancelled,win,1
09f0bab3-e356-4d10-8ed9-75ed53e62195,pragmatic-roulette-macao,2,10,14,1,1,0.071429,1,70,70+,win,win,2
09f8ed85-a1e3-48c4-a89e-ccd861317dc4,pragmatic-vip-auto-roulette,2,3,14,0,0,0.0,0,68,60-69,win,win,1
0a15a8c0-a7f3-4359-bf2d-ce0d7e32341a,pragmatic-roulette-2,2,18,14,0,0,0.0,0,68,60-69,lost,loss,
0a7c9054-7bfb-4f53-862e-3fb4ed296894,pragmatic-roulette-italia-tricolore,2,20,14,2,2,0.142857,2,74,70+,lost,loss,
0ad35d7e-4d4a-4bc4-ad92-6611b0e8d20b,pragmatic-mega-roulette-brazilian,2,5,14,1,1,0.071429,1,69,60-69,lost,loss,
0ae26543-fb7c-4c9f-908b-e2e500e27152,pragmatic-speed-roulette-2,2,21,14,2,2,0.142857,2,64,60-69,win,win,4
0afb0667-d1f5-4935-8825-90e8a9941be9,pragmatic-roulette-1,2,19,14,0,0,0.0,0,71,70+,win,win,3
0b43bb93-e7a1-46e4-b422-8d524c6646ef,pragmatic-vip-roulette,2,27,14,1,1,0.071429,1,67,60-69,win,win,4
0b5bb27c-5068-4022-9508-7187a6baaf5d,pragmatic-mega-roulette,2,21,14,2,2,0.142857,2,74,70+,win,win,3
0b64c78f-8d8d-45cd-92f1-b8fbd8d5ce43,pragmatic-korean-roulette,2,22,14,1,1,0.071429,1,62,60-69,win,win,2
0ba9f903-fa69-423d-b047-e2582459abce,pragmatic-russian-roulette,2,8,14,0,0,0.0,0,83,70+,win,win,1
